carrier,delay,origin,count,destination
all,-10.0,IAH,156.0,ELP
all,-10.0,IAH,290.0,EWR
all,-10.0,IAH,101.0,FYV
all,-10.0,IAH,59.0,GRK
all,-10.0,IAH,31.0,GRR
all,-10.0,IAH,38.0,GSP
all,-10.0,IAH,7.0,GUC
all,-10.0,IAH,31.0,HDN
all,-10.0,IAH,6.0,HFD
all,-10.0,IAH,31.0,HNL
all,-10.0,IAH,58.0,HOB
all,-10.0,IAH,86.0,HSV
all,-10.0,IAH,111.0,ICT
all,-10.0,IAH,121.0,IND
all,-10.0,IAH,10.0,JAC
all,-10.0,IAH,92.0,JAX
all,-10.0,IAH,242.0,LAS
all,-10.0,IAH,357.0,LAX
all,-10.0,IAH,87.0,LCH
all,-10.0,IAH,33.0,LEX
all,-10.0,IAH,166.0,LFT
all,-10.0,IAH,343.0,LGA
all,-10.0,IAH,146.0,LIT
all,-10.0,IAH,90.0,LRD
all,-10.0,IAH,147.0,MCI
all,-10.0,IAH,255.0,MCO
all,-10.0,IAH,123.0,MEM
all,-10.0,IAH,274.0,MIA
all,-10.0,IAH,54.0,MKE
all,-10.0,IAH,59.0,MLU
all,-10.0,IAH,137.0,MOB
all,-10.0,IAH,255.0,MSP
all,-10.0,IAH,271.0,MSY
all,-10.0,IAH,210.0,OKC
all,-10.0,IAH,110.0,OMA
all,-10.0,IAH,435.0,ORD
all,-10.0,IAH,31.0,ORF
all,-10.0,IAH,66.0,PDX
all,-10.0,IAH,199.0,PHL
all,-10.0,IAH,244.0,PHX
all,-10.0,IAH,144.0,PIT
all,-10.0,IAH,116.0,PNS
all,-10.0,IAH,61.0,PSP
all,-10.0,IAH,31.0,RIC
all,-10.0,IAH,13.0,RNO
all,-10.0,IAH,179.0,SAN
all,-10.0,IAH,232.0,SAT
all,-10.0,IAH,31.0,SAV
all,-10.0,IAH,87.0,SDF
all,-10.0,IAH,166.0,SEA
all,-10.0,IAH,253.0,SFO
all,-10.0,IAH,62.0,SGF
all,-10.0,IAH,111.0,SHV
all,-10.0,IAH,31.0,SJC
all,-10.0,IAH,31.0,SJU
all,-10.0,IAH,215.0,SLC
all,-10.0,IAH,35.0,SMF
all,-10.0,IAH,148.0,SNA
all,-10.0,IAH,175.0,TPA
all,-10.0,IAH,200.0,TUL
all,-10.0,IAH,96.0,TUS
all,-10.0,IAH,87.0,TYS
all,-7.0,ICT,84.0,ATL
all,-7.0,ICT,1.0,DAY
all,-7.0,ICT,92.0,DEN
all,-7.0,ICT,110.0,IAH
all,-7.0,ICT,9.0,IWA
all,-7.0,ICT,40.0,LAS
all,-7.0,ICT,58.0,MSP
all,-7.0,ICT,172.0,ORD
all,-7.0,ICT,31.0,PHX
all,-14.0,IDA,69.0,DEN
all,-14.0,IDA,9.0,IWA
all,-14.0,IDA,9.0,LAS
all,-14.0,IDA,112.0,SLC
all,4.0,IFP,31.0,PHX
all,-7.0,ILM,137.0,ATL
all,-7.0,ILM,264.0,CLT
all,-7.0,ILM,58.0,LGA
all,-7.0,ILM,6.0,PHL
all,-6.0,IND,316.0,ATL
all,-6.0,IND,9.0,AUS
all,-6.0,IND,98.0,BOS
all,-6.0,IND,67.0,BWI
all,-6.0,IND,232.0,CLT
all,-6.0,IND,37.0,DAL
all,-6.0,IND,175.0,DEN
all,-6.0,IND,138.0,DTW
all,-6.0,IND,194.0,EWR
all,-6.0,IND,32.0,HOU
all,-6.0,IND,121.0,IAH
all,-6.0,IND,9.0,IWA
all,-6.0,IND,8.0,JAX
all,-6.0,IND,62.0,JFK
all,-6.0,IND,85.0,LAS
all,-6.0,IND,75.0,LAX
all,-6.0,IND,207.0,LGA
all,-6.0,IND,54.0,MCI
all,-6.0,IND,165.0,MCO
all,-6.0,IND,59.0,MDW
all,-6.0,IND,93.0,MIA
all,-6.0,IND,115.0,MSP
all,-6.0,IND,385.0,ORD
all,-6.0,IND,18.0,PGD
all,-6.0,IND,179.0,PHL
all,-6.0,IND,107.0,PHX
all,-6.0,IND,31.0,PIE
all,-6.0,IND,31.0,SEA
all,-6.0,IND,69.0,SFO
all,-6.0,IND,25.0,SLC
all,-6.0,IND,80.0,TPA
all,-15.0,INL,53.0,MSP
all,-6.0,ISN,49.0,DEN
all,-6.0,ISN,57.0,MSP
all,-5.0,ISP,124.0,BWI
all,-5.0,ISP,155.0,MCO
all,-5.0,ISP,31.0,MIA
all,-5.0,ISP,18.0,MSY
all,-5.0,ISP,63.0,TPA
all,-4.0,ITO,415.0,HNL
all,-4.0,ITO,31.0,LAX
all,-4.0,ITO,62.0,OGG
all,-6.0,IWA,9.0,ATW
all,-6.0,IWA,9.0,BIL
all,-6.0,IWA,11.0,BLI
all,-6.0,IWA,9.0,BOI
all,-6.0,IWA,9.0,BZN
all,-6.0,IWA,9.0,DSM
all,-6.0,IWA,9.0,EUG
all,-6.0,IWA,18.0,FAR
all,-6.0,IWA,21.0,FSD
all,-6.0,IWA,5.0,FWA
all,-6.0,IWA,9.0,GFK
all,-6.0,IWA,9.0,GRI
all,-6.0,IWA,9.0,GRR
all,-6.0,IWA,9.0,GTF
all,-6.0,IWA,9.0,ICT
all,-6.0,IWA,9.0,IDA
all,-6.0,IWA,9.0,IND
all,-6.0,IWA,13.0,LAS
all,-6.0,IWA,9.0,MCI
all,-6.0,IWA,9.0,MKE
all,-6.0,IWA,9.0,MLI
all,-6.0,IWA,13.0,MOT
all,-6.0,IWA,9.0,MSO
all,-6.0,IWA,13.0,OAK
all,-6.0,IWA,9.0,OGD
all,-6.0,IWA,9.0,OMA
all,-6.0,IWA,10.0,PIA
all,-6.0,IWA,9.0,PIE
all,-6.0,IWA,26.0,PVU
all,-6.0,IWA,15.0,RAP
all,-6.0,IWA,10.0,RFD
all,-6.0,IWA,9.0,SBN
all,-6.0,IWA,8.0,SCK
all,-6.0,IWA,9.0,SDF
all,-6.0,IWA,9.0,SGF
all,-14.0,JAC,11.0,ATL
all,-14.0,JAC,79.0,DEN
all,-14.0,JAC,31.0,EWR
all,-14.0,JAC,10.0,IAH
all,-14.0,JAC,4.0,JFK
all,-14.0,JAC,45.0,LAX
all,-14.0,JAC,8.0,MSP
all,-14.0,JAC,38.0,ORD
all,-14.0,JAC,7.0,SEA
all,-14.0,JAC,31.0,SFO
all,-14.0,JAC,85.0,SLC
all,-8.0,JAX,420.0,ATL
all,-8.0,JAX,64.0,BNA
all,-8.0,JAX,104.0,BOS
all,-8.0,JAX,86.0,BWI
all,-8.0,JAX,9.0,CLE
all,-8.0,JAX,234.0,CLT
all,-8.0,JAX,31.0,DEN
all,-8.0,JAX,29.0,DTW
all,-8.0,JAX,89.0,EWR
all,-8.0,JAX,32.0,HOU
all,-8.0,JAX,93.0,IAH
all,-8.0,JAX,8.0,IND
all,-8.0,JAX,179.0,JFK
all,-8.0,JAX,81.0,LGA
all,-8.0,JAX,31.0,MDW
all,-8.0,JAX,150.0,MIA
all,-8.0,JAX,2.0,MSP
all,-8.0,JAX,109.0,ORD
all,-8.0,JAX,86.0,PHL
all,-8.0,JAX,9.0,PIT
all,-15.0,JFK,19.0,ABQ
all,-15.0,JFK,203.0,ATL
all,-15.0,JFK,167.0,AUS
all,-15.0,JFK,31.0,BGR
all,-15.0,JFK,108.0,BNA
all,-15.0,JFK,471.0,BOS
all,-15.0,JFK,36.0,BQN
all,-15.0,JFK,110.0,BTV
all,-15.0,JFK,288.0,BUF
all,-15.0,JFK,31.0,BUR
all,-15.0,JFK,132.0,BWI
all,-15.0,JFK,123.0,CLE
all,-15.0,JFK,318.0,CLT
all,-15.0,JFK,31.0,DAB
all,-15.0,JFK,111.0,DEN
all,-15.0,JFK,107.0,DTW
all,-15.0,JFK,31.0,EGE
all,-15.0,JFK,37.0,HNL
all,-15.0,JFK,31.0,HOU
all,-15.0,JFK,61.0,IND
all,-15.0,JFK,4.0,JAC
all,-15.0,JFK,180.0,JAX
all,-15.0,JFK,329.0,LAS
all,-15.0,JFK,1083.0,LAX
all,-15.0,JFK,62.0,LGB
all,-15.0,JFK,414.0,MCO
all,-15.0,JFK,301.0,MIA
all,-15.0,JFK,116.0,MSP
all,-15.0,JFK,150.0,MSY
all,-15.0,JFK,19.0,OAK
all,-15.0,JFK,207.0,ORD
all,-15.0,JFK,57.0,ORF
all,-15.0,JFK,84.0,PDX
all,-15.0,JFK,62.0,PHL
all,-15.0,JFK,212.0,PHX
all,-15.0,JFK,122.0,PIT
all,-15.0,JFK,29.0,PSE
all,-15.0,JFK,35.0,PSP
all,-15.0,JFK,148.0,PWM
all,-15.0,JFK,82.0,RIC
all,-15.0,JFK,23.0,RNO
all,-15.0,JFK,206.0,ROC
all,-15.0,JFK,174.0,SAN
all,-15.0,JFK,31.0,SAT
all,-15.0,JFK,118.0,SAV
all,-15.0,JFK,187.0,SEA
all,-15.0,JFK,652.0,SFO
all,-15.0,JFK,19.0,SJC
all,-15.0,JFK,193.0,SJU
all,-15.0,JFK,169.0,SLC
all,-15.0,JFK,23.0,SMF
all,-15.0,JFK,179.0,SYR
all,-15.0,JFK,223.0,TPA
all,-22.0,JMS,30.0,DEN
all,-22.0,JMS,53.0,DVL
all,-13.0,JNU,89.0,ANC
all,-13.0,JNU,27.0,KTN
all,-13.0,JNU,31.0,PSG
all,-13.0,JNU,92.0,SEA
all,-13.0,JNU,58.0,SIT
all,-13.0,JNU,30.0,YAK
all,-10.0,KTN,27.0,JNU
all,-10.0,KTN,93.0,SEA
all,-10.0,KTN,31.0,SIT
all,-10.0,KTN,31.0,WRG
all,-7.0,LAN,137.0,DTW
all,-7.0,LAN,52.0,MSP
all,-7.0,LAN,62.0,ORD
all,-14.5,LAR,54.0,DEN
all,-7.0,LAS,121.0,ABQ
all,-7.0,LAS,31.0,AMA
all,-7.0,LAS,6.0,ANC
all,-7.0,LAS,371.0,ATL
all,-7.0,LAS,9.0,ATW
all,-7.0,LAS,143.0,AUS
all,-7.0,LAS,31.0,BHM
all,-7.0,LAS,9.0,BIL
all,-7.0,LAS,53.0,BLI
all,-7.0,LAS,104.0,BNA
all,-7.0,LAS,71.0,BOI
all,-7.0,LAS,125.0,BOS
all,-7.0,LAS,31.0,BUF
all,-7.0,LAS,290.0,BUR
all,-7.0,LAS,158.0,BWI
all,-7.0,LAS,9.0,BZN
all,-7.0,LAS,97.0,CLE
all,-7.0,LAS,145.0,CLT
all,-7.0,LAS,40.0,COS
all,-7.0,LAS,1.0,CPR
all,-7.0,LAS,158.0,DAL
all,-7.0,LAS,580.0,DEN
all,-7.0,LAS,9.0,DKX
all,-7.0,LAS,49.0,DSM
all,-7.0,LAS,265.0,DTW
all,-7.0,LAS,70.0,ELP
all,-7.0,LAS,9.0,EUG
all,-7.0,LAS,169.0,EWR
all,-7.0,LAS,18.0,FAR
all,-7.0,LAS,36.0,FAT
all,-7.0,LAS,9.0,FCA
all,-7.0,LAS,18.0,FSD
all,-7.0,LAS,9.0,FYV
all,-7.0,LAS,62.0,GEG
all,-7.0,LAS,9.0,GFK
all,-7.0,LAS,9.0,GJT
all,-7.0,LAS,10.0,GRI
all,-7.0,LAS,9.0,GRR
all,-7.0,LAS,9.0,GTF
all,-7.0,LAS,7.0,HFD
all,-7.0,LAS,83.0,HNL
all,-7.0,LAS,142.0,HOU
all,-7.0,LAS,241.0,IAH
all,-7.0,LAS,40.0,ICT
all,-7.0,LAS,9.0,IDA
all,-7.0,LAS,85.0,IND
all,-7.0,LAS,13.0,IWA
all,-7.0,LAS,328.0,JFK
all,-7.0,LAS,1022.0,LAX
all,-7.0,LAS,212.0,LGB
all,-7.0,LAS,31.0,LIT
all,-7.0,LAS,9.0,LRD
all,-7.0,LAS,155.0,MCI
all,-7.0,LAS,101.0,MCO
all,-7.0,LAS,219.0,MDW
all,-7.0,LAS,34.0,MEM
all,-7.0,LAS,9.0,MFR
all,-7.0,LAS,131.0,MIA
all,-7.0,LAS,119.0,MKE
all,-7.0,LAS,9.0,MLI
all,-7.0,LAS,9.0,MOT
all,-7.0,LAS,9.0,MRY
all,-7.0,LAS,13.0,MSN
all,-7.0,LAS,9.0,MSO
all,-7.0,LAS,227.0,MSP
all,-7.0,LAS,92.0,MSY
all,-7.0,LAS,370.0,OAK
all,-7.0,LAS,1.0,OGD
all,-7.0,LAS,68.0,OKC
all,-7.0,LAS,71.0,OMA
all,-7.0,LAS,129.0,ONT
all,-7.0,LAS,372.0,ORD
all,-7.0,LAS,231.0,PDX
all,-7.0,LAS,170.0,PHL
all,-7.0,LAS,476.0,PHX
all,-7.0,LAS,9.0,PIA
all,-7.0,LAS,68.0,PIT
all,-7.0,LAS,9.0,RAP
all,-7.0,LAS,9.0,RFD
all,-7.0,LAS,285.0,RNO
all,-7.0,LAS,471.0,SAN
all,-7.0,LAS,147.0,SAT
all,-7.0,LAS,9.0,SBN
all,-7.0,LAS,36.0,SCK
all,-7.0,LAS,39.0,SDF
all,-7.0,LAS,492.0,SEA
all,-7.0,LAS,633.0,SFO
all,-7.0,LAS,9.0,SGF
all,-7.0,LAS,9.0,SHV
all,-7.0,LAS,309.0,SJC
all,-7.0,LAS,353.0,SLC
all,-7.0,LAS,247.0,SMF
all,-7.0,LAS,14.0,SMX
all,-7.0,LAS,286.0,SNA
all,-7.0,LAS,83.0,TPA
all,-7.0,LAS,40.0,TUL
all,-7.0,LAS,97.0,TUS
all,-7.0,LAS,9.0,TYS
all,-9.0,LAX,96.0,ABQ
all,-9.0,LAX,27.0,ANC
all,-9.0,LAX,187.0,ASE
all,-9.0,LAX,527.0,ATL
all,-9.0,LAX,282.0,AUS
all,-9.0,LAX,9.0,BLI
all,-9.0,LAX,155.0,BNA
all,-9.0,LAX,78.0,BOI
all,-9.0,LAX,379.0,BOS
all,-9.0,LAX,20.0,BUF
all,-9.0,LAX,152.0,BWI
all,-9.0,LAX,34.0,BZN
all,-9.0,LAX,68.0,CLE
all,-9.0,LAX,186.0,CLT
all,-9.0,LAX,80.0,COS
all,-9.0,LAX,210.0,DAL
all,-9.0,LAX,677.0,DEN
all,-9.0,LAX,180.0,DTW
all,-9.0,LAX,31.0,EGE
all,-9.0,LAX,56.0,ELP
all,-9.0,LAX,71.0,EUG
all,-9.0,LAX,407.0,EWR
all,-9.0,LAX,113.0,FAT
all,-9.0,LAX,2.0,FCA
all,-9.0,LAX,31.0,HDN
all,-9.0,LAX,4.0,HFD
all,-9.0,LAX,470.0,HNL
all,-9.0,LAX,144.0,HOU
all,-9.0,LAX,356.0,IAH
all,-9.0,LAX,75.0,IND
all,-9.0,LAX,31.0,ITO
all,-9.0,LAX,45.0,JAC
all,-9.0,LAX,1082.0,JFK
all,-9.0,LAX,1019.0,LAS
all,-9.0,LAX,154.0,LIH
all,-9.0,LAX,167.0,MCI
all,-9.0,LAX,319.0,MCO
all,-9.0,LAX,160.0,MDW
all,-9.0,LAX,32.0,MEM
all,-9.0,LAX,40.0,MFR
all,-9.0,LAX,250.0,MIA
all,-9.0,LAX,27.0,MKE
all,-9.0,LAX,121.0,MRY
all,-9.0,LAX,218.0,MSP
all,-9.0,LAX,207.0,MSY
all,-9.0,LAX,509.0,OAK
all,-9.0,LAX,9.0,OGD
all,-9.0,LAX,256.0,OGG
all,-9.0,LAX,22.0,OKC
all,-9.0,LAX,664.0,ORD
all,-9.0,LAX,335.0,PDX
all,-9.0,LAX,234.0,PHL
all,-9.0,LAX,585.0,PHX
all,-9.0,LAX,58.0,PIT
all,-9.0,LAX,32.0,PSP
all,-9.0,LAX,9.0,PVU
all,-9.0,LAX,147.0,RNO
all,-9.0,LAX,396.0,SAN
all,-9.0,LAX,93.0,SAT
all,-9.0,LAX,120.0,SBA
all,-9.0,LAX,119.0,SBP
all,-9.0,LAX,738.0,SEA
all,-9.0,LAX,1257.0,SFO
all,-9.0,LAX,9.0,SGF
all,-9.0,LAX,496.0,SJC
all,-9.0,LAX,506.0,SLC
all,-9.0,LAX,336.0,SMF
all,-9.0,LAX,31.0,TPA
all,-9.0,LAX,9.0,TUL
all,-9.0,LAX,236.0,TUS
all,-9.5,LBE,31.0,MCO
all,-9.5,LBE,13.0,TPA
all,-16.0,LCH,86.0,IAH
all,5.0,LCK,10.0,PGD
all,5.0,LCK,9.0,PIE
all,-7.0,LEX,192.0,ATL
all,-7.0,LEX,135.0,CLT
all,-7.0,LEX,112.0,DTW
all,-7.0,LEX,25.0,EWR
all,-7.0,LEX,31.0,IAH
all,-7.0,LEX,24.0,LGA
all,-7.0,LEX,2.0,MSP
all,-7.0,LEX,66.0,ORD
all,-7.0,LEX,19.0,PGD
all,-7.0,LEX,10.0,PIE
all,-6.0,LFT,87.0,ATL
all,-6.0,LFT,165.0,IAH
all,-11.0,LGA,790.0,ATL
all,-11.0,LGA,82.0,BGR
all,-11.0,LGA,36.0,BHM
all,-11.0,LGA,356.0,BNA
all,-11.0,LGA,819.0,BOS
all,-11.0,LGA,83.0,BTV
all,-11.0,LGA,126.0,BUF
all,-11.0,LGA,25.0,CAE
all,-11.0,LGA,27.0,CAK
all,-11.0,LGA,78.0,CHO
all,-11.0,LGA,353.0,CLE
all,-11.0,LGA,549.0,CLT
all,-11.0,LGA,236.0,DAL
all,-11.0,LGA,101.0,DAY
all,-11.0,LGA,297.0,DEN
all,-11.0,LGA,25.0,DKX
all,-11.0,LGA,24.0,DSM
all,-11.0,LGA,455.0,DTW
all,-11.0,LGA,68.0,FYV
all,-11.0,LGA,39.0,GRR
all,-11.0,LGA,27.0,GSP
all,-11.0,LGA,85.0,HOU
all,-11.0,LGA,344.0,IAH
all,-11.0,LGA,58.0,ILM
all,-11.0,LGA,207.0,IND
all,-11.0,LGA,81.0,JAX
all,-11.0,LGA,24.0,LEX
all,-11.0,LGA,140.0,MCI
all,-11.0,LGA,320.0,MCO
all,-11.0,LGA,183.0,MDW
all,-11.0,LGA,106.0,MEM
all,-11.0,LGA,77.0,MHT
all,-11.0,LGA,555.0,MIA
all,-11.0,LGA,180.0,MKE
all,-11.0,LGA,42.0,MSN
all,-11.0,LGA,257.0,MSP
all,-11.0,LGA,84.0,MSY
all,-11.0,LGA,62.0,MYR
all,-11.0,LGA,22.0,OMA
all,-11.0,LGA,1256.0,ORD
all,-11.0,LGA,192.0,ORF
all,-11.0,LGA,39.0,PHL
all,-11.0,LGA,313.0,PIT
all,-11.0,LGA,84.0,PWM
all,-11.0,LGA,212.0,RIC
all,-11.0,LGA,18.0,ROA
all,-11.0,LGA,105.0,ROC
all,-11.0,LGA,55.0,SAV
all,-11.0,LGA,126.0,SDF
all,-11.0,LGA,105.0,SYR
all,-11.0,LGA,175.0,TPA
all,-11.0,LGA,25.0,TYS
all,-7.0,LGB,31.0,AUS
all,-7.0,LGB,31.0,BOS
all,-7.0,LGB,9.0,DEN
all,-7.0,LGB,62.0,JFK
all,-7.0,LGB,212.0,LAS
all,-7.0,LGB,237.0,OAK
all,-7.0,LGB,62.0,PDX
all,-7.0,LGB,120.0,PHX
all,-7.0,LGB,31.0,RNO
all,-7.0,LGB,62.0,SEA
all,-7.0,LGB,155.0,SFO
all,-7.0,LGB,124.0,SJC
all,-7.0,LGB,237.0,SLC
all,-7.0,LGB,124.0,SMF
all,-5.0,LIH,27.0,DEN
all,-5.0,LIH,541.0,HNL
all,-5.0,LIH,154.0,LAX
all,-5.0,LIH,13.0,OAK
all,-5.0,LIH,124.0,OGG
all,-5.0,LIH,17.0,PDX
all,-5.0,LIH,41.0,PHX
all,-5.0,LIH,14.0,SAN
all,-5.0,LIH,84.0,SEA
all,-5.0,LIH,62.0,SFO
all,-5.0,LIH,18.0,SJC
all,-6.0,LIT,161.0,ATL
all,-6.0,LIT,82.0,CLT
all,-6.0,LIT,89.0,DAL
all,-6.0,LIT,47.0,DEN
all,-6.0,LIT,146.0,IAH
all,-6.0,LIT,31.0,LAS
all,-6.0,LIT,123.0,ORD
all,-6.0,LIT,7.0,PHX
all,-7.5,LNK,21.0,ATL
all,-7.5,LNK,57.0,DEN
all,-7.5,LNK,85.0,MSP
all,-7.5,LNK,6.0,ORD
all,-11.0,LRD,89.0,IAH
all,-11.0,LRD,9.0,LAS
all,-4.0,LSE,63.0,MSP
all,-4.0,LSE,93.0,ORD
all,-38.5,LWS,51.0,SLC
all,1.0,LYH,47.0,CLT
all,-8.0,MCI,31.0,ABQ
all,-8.0,MCI,327.0,ATL
all,-8.0,MCI,31.0,AUS
all,-8.0,MCI,89.0,BNA
all,-8.0,MCI,54.0,BOS
all,-8.0,MCI,59.0,BWI
all,-8.0,MCI,112.0,CLT
all,-8.0,MCI,199.0,DAL
all,-8.0,MCI,267.0,DEN
all,-8.0,MCI,139.0,DTW
all,-8.0,MCI,90.0,EWR
all,-8.0,MCI,84.0,HOU
all,-8.0,MCI,144.0,IAH
all,-8.0,MCI,54.0,IND
all,-8.0,MCI,9.0,IWA
all,-8.0,MCI,154.0,LAS
all,-8.0,MCI,167.0,LAX
all,-8.0,MCI,140.0,LGA
all,-8.0,MCI,117.0,MCO
all,-8.0,MCI,221.0,MDW
all,-8.0,MCI,31.0,MIA
all,-8.0,MCI,50.0,MKE
all,-8.0,MCI,193.0,MSP
all,-8.0,MCI,32.0,MSY
all,-8.0,MCI,31.0,OAK
all,-8.0,MCI,263.0,ORD
all,-8.0,MCI,25.0,PDX
all,-8.0,MCI,9.0,PGD
all,-8.0,MCI,68.0,PHL
all,-8.0,MCI,174.0,PHX
all,-8.0,MCI,8.0,PIE
all,-8.0,MCI,91.0,SAN
all,-8.0,MCI,31.0,SAT
all,-8.0,MCI,61.0,SEA
all,-8.0,MCI,67.0,SFO
all,-8.0,MCI,80.0,SLC
all,-8.0,MCI,49.0,TPA
all,-8.0,MCO,62.0,ACY
all,-8.0,MCO,90.0,ALB
all,-8.0,MCO,778.0,ATL
all,-8.0,MCO,97.0,AUS
all,-8.0,MCO,64.0,BHM
all,-8.0,MCO,147.0,BNA
all,-8.0,MCO,352.0,BOS
all,-8.0,MCO,31.0,BQN
all,-8.0,MCO,139.0,BUF
all,-8.0,MCO,387.0,BWI
all,-8.0,MCO,31.0,CAK
all,-8.0,MCO,111.0,CLE
all,-8.0,MCO,299.0,CLT
all,-8.0,MCO,31.0,COS
all,-8.0,MCO,129.0,DAL
all,-8.0,MCO,280.0,DEN
all,-8.0,MCO,13.0,DKX
all,-8.0,MCO,13.0,DSM
all,-8.0,MCO,320.0,DTW
all,-8.0,MCO,616.0,EWR
all,-8.0,MCO,4.0,FNT
all,-8.0,MCO,57.0,GRR
all,-8.0,MCO,224.0,HFD
all,-8.0,MCO,134.0,HOU
all,-8.0,MCO,93.0,HPN
all,-8.0,MCO,255.0,IAH
all,-8.0,MCO,165.0,IND
all,-8.0,MCO,155.0,ISP
all,-8.0,MCO,416.0,JFK
all,-8.0,MCO,102.0,LAS
all,-8.0,MCO,319.0,LAX
all,-8.0,MCO,31.0,LBE
all,-8.0,MCO,323.0,LGA
all,-8.0,MCO,117.0,MCI
all,-8.0,MCO,224.0,MDW
all,-8.0,MCO,45.0,MEM
all,-8.0,MCO,65.0,MHT
all,-8.0,MCO,244.0,MIA
all,-8.0,MCO,125.0,MKE
all,-8.0,MCO,13.0,MSN
all,-8.0,MCO,205.0,MSP
all,-8.0,MCO,173.0,MSY
all,-8.0,MCO,18.0,OKC
all,-8.0,MCO,21.0,OMA
all,-8.0,MCO,415.0,ORD
all,-8.0,MCO,33.0,ORF
all,-8.0,MCO,31.0,ORH
all,-8.0,MCO,31.0,PDX
all,-8.0,MCO,426.0,PHL
all,-8.0,MCO,160.0,PHX
all,-8.0,MCO,172.0,PIT
all,-8.0,MCO,40.0,PSE
all,-8.0,MCO,191.0,PVD
all,-8.0,MCO,62.0,RIC
all,-8.0,MCO,31.0,ROC
all,-8.0,MCO,82.0,SAN
all,-8.0,MCO,35.0,SAT
all,-8.0,MCO,35.0,SDF
all,-8.0,MCO,71.0,SEA
all,-8.0,MCO,131.0,SFO
all,-8.0,MCO,328.0,SJU
all,-8.0,MCO,109.0,SLC
all,-8.0,MCO,31.0,SYR
all,-8.0,MCO,54.0,TTN
all,-8.0,MCO,13.0,TYS
all,-6.0,MDT,84.0,ATL
all,-6.0,MDT,143.0,CLT
all,-6.0,MDT,86.0,DTW
all,-6.0,MDT,1.0,HPN
all,-6.0,MDT,120.0,ORD
all,-6.0,MDT,8.0,PGD
all,-6.0,MDT,10.0,PIE
all,-5.0,MDW,38.0,ABQ
all,-5.0,MDW,62.0,ALB
all,-5.0,MDW,305.0,ATL
all,-5.0,MDW,68.0,AUS
all,-5.0,MDW,52.0,BHM
all,-5.0,MDW,179.0,BNA
all,-5.0,MDW,102.0,BOS
all,-5.0,MDW,68.0,BUF
all,-5.0,MDW,197.0,BWI
all,-5.0,MDW,142.0,CLE
all,-5.0,MDW,58.0,CLT
all,-5.0,MDW,212.0,DAL
all,-5.0,MDW,242.0,DEN
all,-5.0,MDW,151.0,DTW
all,-5.0,MDW,154.0,EWR
all,-5.0,MDW,88.0,FNT
all,-5.0,MDW,89.0,GRR
all,-5.0,MDW,65.0,HFD
all,-5.0,MDW,186.0,HOU
all,-5.0,MDW,59.0,IND
all,-5.0,MDW,31.0,JAX
all,-5.0,MDW,220.0,LAS
all,-5.0,MDW,160.0,LAX
all,-5.0,MDW,183.0,LGA
all,-5.0,MDW,222.0,MCI
all,-5.0,MDW,224.0,MCO
all,-5.0,MDW,62.0,MEM
all,-5.0,MDW,68.0,MHT
all,-5.0,MDW,275.0,MSP
all,-5.0,MDW,91.0,MSY
all,-5.0,MDW,69.0,OAK
all,-5.0,MDW,7.0,OKC
all,-5.0,MDW,140.0,OMA
all,-5.0,MDW,31.0,ONT
all,-5.0,MDW,58.0,ORF
all,-5.0,MDW,55.0,PDX
all,-5.0,MDW,159.0,PHL
all,-5.0,MDW,188.0,PHX
all,-5.0,MDW,132.0,PIT
all,-5.0,MDW,70.0,PVD
all,-5.0,MDW,93.0,SAN
all,-5.0,MDW,59.0,SAT
all,-5.0,MDW,90.0,SDF
all,-5.0,MDW,56.0,SEA
all,-5.0,MDW,58.0,SFO
all,-5.0,MDW,31.0,SJC
all,-5.0,MDW,5.0,SJU
all,-5.0,MDW,65.0,SLC
all,-5.0,MDW,31.0,SMF
all,-5.0,MDW,7.0,SNA
all,-5.0,MDW,127.0,TPA
all,-5.0,MDW,31.0,TUS
all,7.0,MEI,31.0,ORD
all,-7.0,MEM,270.0,ATL
all,-7.0,MEM,2.0,AUS
all,-7.0,MEM,29.0,BWI
all,-7.0,MEM,173.0,CLT
all,-7.0,MEM,58.0,DAL
all,-7.0,MEM,65.0,DEN
all,-7.0,MEM,26.0,DTW
all,-7.0,MEM,83.0,EWR
all,-7.0,MEM,55.0,HOU
all,-7.0,MEM,123.0,IAH
all,-7.0,MEM,34.0,LAS
all,-7.0,MEM,31.0,LAX
all,-7.0,MEM,105.0,LGA
all,-7.0,MEM,45.0,MCO
all,-7.0,MEM,62.0,MDW
all,-7.0,MEM,31.0,MIA
all,-7.0,MEM,72.0,MSP
all,-7.0,MEM,141.0,ORD
all,-7.0,MEM,47.0,PHL
all,-7.0,MEM,59.0,PHX
all,-7.0,MEM,8.0,PIE
all,-7.0,MEM,31.0,TPA
all,-8.0,MFR,62.0,DEN
all,-8.0,MFR,9.0,LAS
all,-8.0,MFR,40.0,LAX
all,-8.0,MFR,31.0,PHX
all,-8.0,MFR,28.0,SEA
all,-8.0,MFR,127.0,SFO
all,-8.0,MFR,57.0,SLC
all,0.0,MGM,189.0,ATL
all,0.0,MGM,62.0,CLT
all,-11.0,MHT,31.0,ATL
all,-11.0,MHT,163.0,BWI
all,-11.0,MHT,82.0,CLT
all,-11.0,MHT,34.0,EWR
all,-11.0,MHT,76.0,LGA
all,-11.0,MHT,65.0,MCO
all,-11.0,MHT,68.0,MDW
all,-11.0,MHT,31.0,ORD
